id;updated;type;band;mode;network;network_id;district;call;city;channel;output;tx_shift;access;status;lat;lng;locator;masl;magl;watt_pep;dir;ant;backup
1;"";"Repeater";2;"FM";"";"";"LA";"LA5PR";"Firda / Høyanger";"RV48";145.6;-0.6;"";"QRT";61.2292;6.0416;"JP31AF";950;"";"";"";"";0
2;"";"Repeater";2;"FM";"";"";"LA";"LA6AR";"Sandnessjøen / Brasøy";"RV58";145.725;-0.6;"";"QRV";65.9143;12.1817;"JP65CV";20;10;30;"";"Diamond X-300";0
3;"2023-04-16";"Repeater";2;"FM";"";"";"LA";"LA6KR";"Kristiansand / Hestheia";"RV60";145.75;-0.6;123;"QRV";58.2189;7.8522;"JO38WF";300;98.5;"";"Omni";"";2
5;"";"Beacon";6;"CW";"";"";"OH5";"OH5RAC";"Kuusankoski";"";50.033;"";"";"";60.875;26.5833;"KP30HV";157;"";20;"200°";"2dBd";0
6;"";"Beacon";"";"CW";"";"";"OH9";"OH9SHF";"Pirttikoski";"";1296.945;"";"";"";66.33;27.16;"KP36OI";236;"";30;"200°";"10 dBd";0
7;"";"Beacon";"";"CW";"";"";"OZ";"OZ2VHF";"Esbjerg";"";"";"";"";"";55.4792;8.4583;"JO45FL";"";"";1;"0°/180°";"Horiz Dipole";0
8;"";"Repeater";2;"FM";"";"";"OZ";"OZ9REB";"Roret";"RV56";145.7;-0.6;82.5;"QRV";55.729;12.459;"JO65FR";43;40;15;"";"";0
10;"";"Repeater";70;"FM";"";"";6;"SA6AR/R";"Angered";"RU394";434.925;-2;1750;"QRV";57.8125;12.0417;"JO67AT";"";"";"";"";"";0
13;"";"Repeater";2;"FM";"";"";2;"SK2AU/R";"Arjeplog / Galtispouda";"RV56";145.7;-0.6;1750;"QRV";66.11;17.9312;"JP86XC";805;12;32;"";"Aerial OY AV1431 (2 stack 7dBi)";0
14;"2016-05-15";"Repeater";2;"FM";"";"";2;"SK2AU/R";"Skellefteå";"RV56";145.7;-0.6;1750;"QRV";64.774;20.95;"KP04LS";248;125;75;"";"Aerial OY AV1431 (2 stack 7dBi)";0
15;"2023-12-28";"Repeater";2;"FM";"";"";2;"SK2RIU";"Vännäs / Granlundsberget";"RV58";145.725;-0.6;1750;"QRV";63.9;19.81;"JP93VU";250;100;25;"Omni";"Aerial oy AV1431, 7dBi";1
16;"2023-09-12";"Repeater";70;"FM";"Echolink / SvxReflector";"";2;"SK2RIU";"Vännäs / Granlundsberget";"RU378";434.725;-2;"1750 / 107.2";"QRV";63.9;19.81;"JP93VU";350;100;25;"Omni";"Aerial OY AV1914-H (4 stack 10dBi)";1
18;"2023-12-28";"Repeater";2;"FM";"";"";2;"SK2RLJ";"Umeå / Rödberget";"RV52";145.65;-0.6;1750;"QRV";63.8412;20.2099;"KP03CU";48;40;25;"Omni";"TSB-3304, 4dBi";2
20;"2022-12-27";"Repeater";2;"FM";"";"";2;"SK2RMR";"Storuman";"RV58";145.725;-0.6;1750;"QRV";65.097;17.14;"JP85NC";510;15;10;"Omni";"4x dipole";2
21;"2025-05-23";"Repeater";2;"FM";"";"";2;"SK2RYI";"Skellefteå / Åsträsk";"RV50";145.625;-0.6;1750;"QRV";64.6458;20.2917;"KP04DP";380;42;25;"Omni";"Aerial oy AV1431, 7dBi";2
22;"2020-11-22";"Repeater";70;"FM";"";"";3;"SK3EK/R";"Sollefteå";"RU372";434.65;-1.6;1750;"QRT";63.1828;17.2718;"JP83DE";"";"";"";"";"";0
23;"";"Repeater";2;"FM";"";"";3;"SK3MF/R";"Nordingrå / Rävsön";"RV50";145.625;-0.6;1750;"QRV";62.9375;18.4583;"JP92FW";"";"";"";"";"";0
24;"";"Repeater";70;"FM";"";"";3;"SK3MF/R";"Nordingrå / Rävsön";"RU388";434.85;-2;1750;"QRV";62.9375;18.4583;"JP92FW";"";"";"";"";"";0
26;"2021-05-23";"Repeater";2;"FM";"SvxReflector / Echolink";27796;3;"SK3RFG";"Sundsvall";"RV58";145.725;-0.6;"1750 / 127.3";"QRV";62.3958;17.4583;"JP82RJ";"";"";"";"";"";0
27;"";"Repeater";70;"FM";"Echolink";138925;3;"SK3RIA";"Östersund";"RU380";434.75;-2;127.3;"QRV";63.1898;14.7668;"JP73JE";"";"";"";"";"";0
28;"2021-11-03";"Repeater";2;"FM";"SvxReflector";240306;3;"SK3RIN";"Borgsjö";"RV56";145.7;-0.6;1750;"QRV";62.546;15.9105;"JP72WN";509;20;20;"270°";"Aerial AV1431 2 stack / 7 dBi";2
29;"2025-06-03";"Repeater";2;"FM";"SvxReflector";"";3;"SK3RKL";"Örnsköldsvik";"RV62";145.775;-0.6;"1750 / 110.9 / DTMF 3";"QRV";63.2963;18.7318;"JP93IH";"";"";"";"Omni";"";2
32;"";"Repeater";23;"FM";"";"";3;"SK3RMG";"Bergsjö";"RM4";1297.1;-6;1750;"QRV";61.983;17.0591;"JP81MX";"";"";"";"";"";0
33;"2014-04-17";"Repeater";2;"FM";"";"";3;"SK3RMX";"Hoting / Kyrktåsjö";"RV48";145.6;-0.6;1750;"QRV";64.235;15.9302;"JP74XF";"";"";"";"";"";0
35;"";"Repeater";2;"FM";"";"";3;"SK3RYK";"Söderhamn";"RV60";145.75;-0.6;1750;"QRV";61.2969;17.0864;"JP81NH";"";"";"";"";"";0
36;"";"Repeater";70;"FM";"";"";3;"SK3RYK";"Söderhamn";"RU380";434.75;-1.6;1750;"QRV";61.2969;17.0864;"JP81NH";"";"";"";"";"";0
37;"";"Repeater";23;"FM";"";"";3;"SK3WH";"Högakustenbron";"RM11";1297.275;-6;1750;"QRV";62.8024;17.9463;"JP82XT";"";"";"";"";"";0
38;"2025-06-03";"Repeater";70;"FM";"SvxReflector";"";3;"SK3LH/R";"Örnsköldsvik";"RU390";434.875;-2;"1750 / 110.9 / DTMF 3";"QRV";63.2882;18.6934;"JP93IG";"";"";"";"Omni";"";2
39;"2025-08-11";"Repeater";2;"FM";"";"";4;"SK4RJM";"Ludvika";"RV58";145.725;-0.6;"1750 / DTMF 1";"QRV";60.1025;15.13;"JP70NC";355;"";50;"Omni";"Tx 18el Koaxialkollinjär ca 10dBd";2
40;"2025-08-11";"Repeater";70;"FM";"";"";4;"SK4RJM";"Ludvika";"RU378";434.725;-1.6;"1750 / DTMF1";"QRV";60.1025;15.13;"JP70NC";355;10;50;"Omni";"2x Diamond BC205";2
41;"2024-06-06";"Repeater";70;"FM";"SvxReflector";"";4;"SK4RGO";"Orsa / Grönklitt";"RU380";434.75;-2;"1750 / 85.4";"QRV";61.2168;14.5388;"JP71GF";"";"";"";"";"";2
42;"";"Repeater";70;"FM";"";"";4;"SK4RPK";"Torsby / Valberget";"RU370";434.625;-2;1750;"QRV";60.1057;12.9649;"JP60LC";"";"";"";"";"";0
43;"2014-03-13";"Repeater";2;"FM";"";"";4;"SK4RQF";"Årjäng";"RV58";145.725;-0.6;1750;"QRV";59.4045;12.1179;"JO69BJ";"";"";"";"";"";0
44;"2022-06-02";"Repeater";2;"FM";"";"";5;"SK5AS/R";"Linköping";"RV58";145.725;-0.6;1750;"QRV";58.3837;15.5645;"JO78SJ";"";"";"";"";"";1
45;"";"Repeater";70;"FM";"";"";5;"SK5BN/R";"Finspång";"RU394";434.925;-2;107.2;"QRV";58.7292;15.7917;"JO78VR";"";"";"";"";"";0
47;"2016-03-08";"Repeater";70;"FM";"Echolink";353113;6;"SK6QW/R";"Mariestad / Katrinefors";"RU392";434.9;-2;"Carrier";"QRV";58.7002;13.8253;"JO68VQ";"";"";"";"";"4-stackad dipol";0
49;"2013-07-26";"Repeater";2;"FM";"";"";"OH6";"OH6RAR";"Närpiö";"RV56";145.7;-0.6;1750;"QRV";62.474;21.336;"KP02RM";96;30;15;"";"";0
50;"2014-04-19";"Repeater";2;"FM";"";"";"OH7";"OH7RAE";"Nurmes";"RV54";145.675;-0.6;118.8;"QRV";63.544;29.145;"KP43MN";178;35;50;"";"";0
51;"2014-08-13";"Repeater";2;"FM";"";"";"OH8";"OH8RAA";"Oulu";"RV60";145.75;-0.6;1750;"QRV";65.0158;25.4965;"KP25RA";95;43;50;"";"";0
52;"2013-07-26";"Repeater";2;"FM";"";"";"OH8";"OH8RAU";"Nivala";"RV48";145.6;-0.6;1750;"QRV";63.923;24.958;"KP23LW";124;42;15;"";"";0
53;"2014-09-09";"Repeater";2;"FM";"";"";"OH9";"OH9RAC";"Kemijärvi";"RV52";145.65;-0.6;1750;"QRV";66.7071;27.4475;"KP36RR";282;44;12;"";"2x 5/8";0
54;"";"Repeater";70;"FM";"";"";"LA";"LA7WR";"Voss / Lønahorgi";"RU378";434.725;-2;1750;"";60.39;6.375;"JP30EQ";1415;"";"";"";"";0
55;"";"Repeater";70;"FM";"";"";"LA";"LA8UR";"Fosen / Kopparen";"RU382";434.775;-2;"1750 / DTMF 5";"";63.8125;9.7083;"JP43UT";476;"";"";"";"";0
57;"";"Repeater";70;"FM";"";"";"LA";"LA5XR";"Trondheim / Gråkallen";"RU388";434.85;-2;1750;"";63.3958;10.2917;"JP53DJ";510;"";"";"";"";0
58;"";"Repeater";70;"FM";"";"";"LA";"LA4MRR";"Varmestø / Mandal";"RU392";434.9;-2;1750;"";58.1042;7.4583;"JO38RC";290;"";"";"";"";0
60;"";"Link";2;"FM";"IRLP";5466;"LA";"LA8ORR";"Bogen";"X2";144.65;"";1750;"";68.5208;17.0417;"JP88MM";30;"";"";"";"";0
61;"";"Link";2;"FM";"";"";"LA";"LA7DR";"Oslo / Voksenkollen";"X5";144.6875;"";1750;"";59.9792;10.625;"JO59HX";470;"";"";"";"";0
62;"2015-02-13";"Repeater";2;"FM";"";"";"OH1";"OH1RAD";"Salo";"RV56";145.7;-0.6;1750;"QRV";60.4;23.12;"KP10NJ";93;30;15;"";"";0
63;"2015-01-02";"Repeater";2;"FM";"";"";"OH1";"OH1RAU";"Turku (Åbo)";"RV62";145.775;-0.6;1750;"QRV";60.4792;22.2083;"KP10CL";101;43;50;"";"";0
64;"2013-07-26";"Repeater";2;"FM";"";"";"OH2";"OH2RAE";"Loviisa";"RV48";145.6;-0.6;1750;"QRV";60.456;26.222;"KP30CK";64;35;25;"";"";0
65;"";"Repeater";70;"FM";"";"";"LA";"LA2ERR";"Gardermoen";"RU388";434.85;-2;1750;"";60.177;11.1401;"JP50NE";"";"";"";"";"";0
67;"";"Link";2;"FM";"";"";"LA";"LA9ERR";"Evenskjer";"X8";145.25;"";"";"";68.5625;16.5417;"JP88GN";30;"";"";"";"";0
68;"2015-02-13";"Repeater";2;"FM";"";"";"OH1";"OH1RAB";"Kiukainen";"RV58";145.725;-0.6;1750;"QRV";61.217;22.083;"KP01XG";124;80;10;"";"";0
69;"2020-11-27";"Repeater";70;"DMR";"Brandmeister";"";"LA";"LA6QR";"Haugesund / Karmøy";"RU380";434.75;-2;"1750 / DTMF 4";"QRV";59.3542;5.2916;"JO29PI";128;"";"";"";"";2
70;"";"Link";2;"FM";"Echolink";95111;"LA";"LA1B";"Bergen / Totland";"IVG";145.675;"";"";"";60.3125;5.4583;"JP20RH";20;"";"";"";"";0
71;"";"Link";2;"FM";"Echolink";115688;"LA";"LA3N";"Notodden";"IVG";145.35;"";"";"";59.5625;9.2916;"JO49PN";60;"";"";"";"";0
72;"2013-07-27";"Repeater";2;"FM";"";"";"OH1";"OH1RAE";"Kankaanpää";"RV50";145.625;-0.6;1750;"QRV";61.803;22.39;"KP11ET";42;15;30;"";"";0
73;"2014-04-19";"Repeater";2;"FM";"";"";"OH2";"OH2RAA";"Helsinki";"RV60";145.75;-0.6;118.8;"QRV";60.2006;24.9388;"KP20LE";62;38;50;"";"";0
75;"";"Link";2;"FM";"Echolink";407177;"LA";"LA1H";"Harstad";"IVG";144.65;"";"";"";68.8125;17.375;"JP88QT";30;"";"";"";"";0
76;"";"Link";2;"FM";"IRLP";5685;"LA";"LA1W";"Bodø";"IVG";145.35;"";"";"";67.2708;14.375;"JP77EG";25;"";"";"";"";0
77;"";"Link";2;"FM";"Echolink";68006;"LA";"LA6F";"Førde / Firda";"IVG";145.675;"";"";"";61.4792;5.875;"IP71BL";20;"";"";"";"";0
78;"2015-02-13";"Repeater";2;"FM";"";"";"OH1";"OH1RAA";"Kaarina / Kuusisto";"RV52";145.65;-0.6;1750;"QRV";60.391;22.376;"KP10EJ";252;210;50;"";"";0
79;"";"Link";2;"FM";"";"";"LA";"LA3HRR";"Hallingdal / Geilotoppen";"X1";144.6375;"";74.4;"";60.5625;8.2083;"JP40CN";1070;"";"";"";"";0
80;"";"Link";2;"FM";"IRLP";5466;"LA";"LA8VRR";"Mosjøen / Storfjell";"X2";144.65;"";1750;"";65.8125;13.2083;"JP65OT";425;"";"";"";"";0
81;"";"Link";2;"FM";"";"";"LA";"LA2TRR";"Mjøsa / Kråkhugu";"X7";145.2375;"";"1750 / DTMF 2";"";61.0208;10.2083;"JP51CA";950;"";"";"";"";0
82;"2014-11-24";"Repeater";2;"FM";"";"";"OH2";"OH2RCH";"Lohja (Salimäki)";"RV48";145.6;-0.6;1750;"QRV";60.3477;24.0581;"KP20AI";140;65;50;"";"";0
83;"2014-07-24";"Repeater";2;"FM";"";"";"OH3";"OH3RAC";"Lahti";"RV62";145.775;-0.6;1750;"QRV";60.9787;25.6487;"KP20TX";200;65;20;"";"";0
84;"2015-01-31";"Repeater";2;"FM";"";"";"OH3";"OH3RAR";"Erkylä / Hausjärvi";"RV58";145.725;-0.6;1750;"QRV";60.7023;24.9186;"KP20LQ";197;45;50;"";"Dipole";0
85;"2013-07-26";"Repeater";2;"FM";"";"";"OH4";"OH4RAC";"Mikkeli";"RV60";145.75;-0.6;1750;"QRV";61.683;27.25;"KP31PQ";223;88;10;"";"";0
86;"2014-10-31";"Repeater";2;"FM";"";"";"OH5";"OH5RAA";"Kotka";"RV52";145.65;-0.6;1750;"QRV";60.485;26.866;"KP30KL";70;30;15;"";"Aerial AV1910";0
87;"2013-07-26";"Repeater";2;"FM";"";"";"OH5";"OH5RAC";"Kuusankoski";"RV56";145.7;-0.6;1750;"QRV";60.91;26.624;"KP30HV";145;29;7;"";"";0
88;"2013-07-26";"Repeater";2;"FM";"";"";"OH6";"OH6RAD";"Jyväskylä";"RV56";145.7;-0.6;1750;"QRV";62.233;25.733;"KP22SI";302;102;30;"";"";0
89;"2014-11-24";"Repeater";2;"FM";"Echolink";372577;"OH6";"OH6RAG";"Jakobstad / Pietarsaari";"RV50";145.625;-0.6;1750;"QRV";63.6985;22.71;"KP13IQ";92;90;50;"";"Aerial 4 x dipole";0
90;"2014-04-17";"Repeater";2;"FM";"";"";"OH6";"OH6RAQ";"Jämsä / Himosvuori";"RV48";145.6;-0.6;1750;"QRV";61.8958;25.2917;"KP21PV";225;20;30;"";"";0
91;"2014-04-19";"Repeater";2;"FM";"";"";"OH6";"OH6RAW";"Kokkola";"RV56";145.7;-0.6;1750;"QRV";63.844;23.128;"KP13NU";46;31;12;"";"";0
92;"2013-07-26";"Repeater";2;"FM";"";"";"OH7";"OH7RAB";"Joensuu";"RV60";145.75;-0.6;1750;"QRV";62.6;29.767;"KP42VO";145;30;15;"";"";0
93;"2013-07-26";"Repeater";2;"FM";"";"";"OH7";"OH7RAI";"Iisalmi";"RV52";145.65;-0.6;1750;"QRV";63.567;27.183;"KP33MP";229;24;25;"";"";0
94;"2014-08-13";"Repeater";2;"FM";"";"";"OH8";"OH8RAK";"Kajaani / Rouvankangas";"RV56";145.7;-0.6;1750;"QRV";64.2034;27.7352;"KP34UE";230;50;25;"";"";0
95;"2014-08-13";"Repeater";2;"FM";"";"";"OH9";"OH9RAB";"Rovaniemi / Salmenvaara";"RV56";145.7;-0.6;1750;"QRV";66.6087;25.8401;"KP26WO";200;10;10;"";"";0
96;"2013-11-30";"Repeater";23;"FM";"";"";"OZ";"OZ2REE";"Ringe / Midtfyn";"RM10";1297.25;-6;"Carrier";"QRV";55.2292;10.4583;"JO55FF";65;55;15;"";"Diamond F-1230A2";0
97;"2013-11-30";"Repeater";70;"FM";"";"";"OZ";"OZ5REW";"Skive";"RU390";434.875;-2;1750;"";56.585;9;"JO46MO";34;43;90;"";"";0
98;"2013-11-30";"Repeater";70;"FM";"HAMphone";987;"OZ";"OZ2ERP";"Sonder Felding";"RU376";434.7;-2;1750;"";55.9407;8.7818;"JO45JW";12;6;15;"";"";0
99;"";"Repeater";70;"FM";"";"";"OZ";"OZ8REH";"Vongshøj";"RU384";434.8;-2;1750;"";55.1042;8.9583;"JO45LC";"";"";"";"";"";0
100;"2013-11-30";"Repeater";70;"FM";"";"";"OZ";"OZ5REQ";"Maribo";"RU386";434.825;-2;1750;"QRV";54.7754;11.4849;"JO54RS";10;"";"";"";"";0
101;"2015-01-02";"Repeater";70;"FM";"";"";"OH1";"OH1RUN";"Uusikaupunki";"RU386";434.825;-1.6;1750;"QRV";60.801;21.411;"KP00RT";54;34;25;"";"";0
102;"2014-04-17";"Repeater";70;"FM";"";"";"OH2";"OH2RUA";"Helsinki";"RU380";434.75;-2;118.8;"QRT";60.2006;24.9388;"KP20LE";115;86;15;"";"";0
103;"2014-04-17";"Repeater";70;"FM";"";"";"OH6";"OH6RUQ";"Jämsänkoski / Impivaara";"RU376";434.7;-1.6;1750;"QRV";61.9375;25.2083;"KP21OW";201;30;20;"";"";0
104;"2015-01-02";"Repeater";23;"FM";"";"";"OH5";"OH5RUM";"Vehkalahti";"RM3";1297.075;-6;1750;"QRV";60.6458;27.125;"KP30NP";113;36;15;"";"";0
105;"2013-11-30";"Repeater";70;"FM";"";"";"OZ";"OZ5REO";"Vejle";"RU394";434.925;-2;"Carrier";"QRV";55.7076;9.5368;"JO45SQ";74;50;50;"";"";0
107;"2015-01-02";"Repeater";70;"FM";"";"";"OH1";"OH1RUK";"Rauma";"RU374";434.675;-1.6;1750;"QRV";61.134;21.505;"KP01RC";73;42;15;"";"";0
108;"2023-11-04";"Repeater";70;"FM / C4FM / D-Star";"Brandmeister";244105;"OH6";"OH6RAH";"Seinäjoki";"RU374";434.675;-2;"110.9 / CC 1";"QRV";62.798;22.832;"KP12JS";205;120;15;"";"";1
110;"2015-01-02";"Repeater";70;"FM";"";"";"OH6";"OH6RUE";"Viitasaari";"RU388";434.85;-2;1750;"QRT";63.086;25.866;"KP23WC";245;25;25;"";"";0
111;"2015-01-02";"Repeater";70;"FM";"";"";"OH6";"OH6RUJ";"Jyväskylä / Laajavuori";"RU372";434.65;-1.6;1750;"QRV";62.2708;25.7083;"KP22UG";295;60;50;"";"";0
112;"2015-01-02";"Repeater";23;"FM";"";"";"OH6";"OH6RVC";"Lapua";"RM-17";1297.425;-6;1750;"QRV";62.96;23.03;"KP12MX";116;"";3;"";"";0
113;"";"Repeater";70;"FM";"";"";"OZ";"OZ8REB";"Nyborg";"RU374";434.675;-2;71.9;"";55.3125;10.7916;"JO55JH";"";"";"";"";"";0
114;"";"Repeater";70;"FM";"";"";"OZ";"OZ6RET";"Korsør";"RU396";434.95;-2;"";"";55.312;11.2084;"JO55OH";"";"";"";"";"";0
115;"";"Repeater";70;"FM";"";"";"OZ";"OZ8REG";"Vordingborg";"RU384";434.8;-2;"";"";55.024;11.872;"JO55WA";"";"";"";"";"";0
116;"2013-11-30";"Repeater";70;"FM";"";"";"OZ";"OZ3REJ";"Ringsted";"RU370";434.625;-2;82.5;"QRV";55.4397;11.7962;"JO55VK";71;48;200;"";"";0
117;"";"Repeater";70;"FM";"";"";"OZ";"OZ9REH";"Ramløse";"RU386";434.825;-2;"";"";56.0621;12.2074;"JO66CB";"";"";"";"";"";0
118;"2015-01-02";"Repeater";70;"FM";"";"";"OH1";"OH1RUL";"Kokemäki";"RU372";434.65;-1.6;1750;"QRV";61.25;22.35;"KP11FG";126;68;8;"";"";0
119;"2015-01-02";"Repeater";70;"FM";"";"";"OH2";"OH2RUB";"Porvoo";"RU390";434.875;-2;1750;"QRV";60.398;25.669;"KP20UJ";82;34;8;"";"";0
120;"2015-01-02";"Repeater";70;"FM";"";"";"OH2";"OH2RAE";"Loviisa";"RU376";434.7;-1.6;1750;"QRV";60.456;26.222;"KP30CK";64;35;"";"";"";0
121;"";"Repeater";70;"FM";"";"";"OH6";"OH6RUF";"Isojoki";"RU368";434.6;"";"";"";62.1458;22.2083;"KP12CD";250;20;10;"";"";0
122;"2015-01-02";"Repeater";70;"FM";"";"";"OH7";"OH7RUB";"Joensuu";"RU372";434.65;-1.6;1750;"QRV";62.6;29.767;"KP42VO";145;30;10;"";"";0
123;"";"Repeater";70;"FM";"";"";"OH7";"OH7RUN";"Varkaus";"RU370";434.625;"";"";"";62.3542;27.875;"KP32WI";145;24;"";"";"";0
124;"2014-08-13";"Repeater";70;"FM";"";"";"OH8";"OH8RUB";"Kajaani";"RU374";434.675;-1.6;1750;"QRV";64.2034;27.7352;"KP34UE";250;70;50;"";"";0
125;"2015-01-02";"Repeater";23;"FM";"";"";"OH5";"OH5RUG";"Kouvola";"RM8";1297.2;-6;1750;"QRV";60.867;26.7;"KP30IU";130;30;15;"";"";0
126;"";"Repeater";2;"D-Star";"";"";"OH2";"OH2RCH-C";"Espoo";"RV55";145.6875;-0.6;"DV Carrier";"";60.18;24.75;"KP20JE";100;132;50;"";"";0
127;"2013-11-30";"Repeater";70;"FM";"";"";"OZ";"OZ6REJ";"Rold";"RU370";434.625;-2;1750;"";56.3542;9.45833;"JO46RI";107;"";"";"";"";0
128;"2013-11-30";"Repeater";70;"FM";"";"";"OZ";"OZ3REZ";"Roskilde / Kara";"RU390";434.875;-2;82.5;"QRV";55.6414;12.1208;"JO65BP";47;138;100;"";"";0
129;"2014-04-17";"Repeater";70;"FM";"";"";"OH1";"OH1RUF";"Jämijärvi / Soinninvaara";"RU398";434.975;-2;1750;"QRV";61.7765;22.7225;"KP11IS";204;23;50;"";"";0
130;"2014-04-17";"Repeater";70;"FM";"";"";"OH1";"OH1RAU";"Turku (Åbo)";"RU382";434.775;-1.6;1750;"";60.4792;22.2083;"KP10CL";101;43;15;"";"";0
131;"2023-06-13";"Repeater";70;"FM / DMR";"Brandmeister";244303;"OH3";"OH3RUX";"Virrat";"RU392";434.9;-2;1750;"QRV";62.27;23.7;"KP22AF";305;120;50;"";"";2
133;"2021-11-30";"Repeater";70;"FM";"";"";"OZ";"OZ2REX";"Frederikssund";"RU398";434.975;-2;"Carrier";"QRV";55.8198;12.0931;"JO65BT";21;21;20;"";"6 dB";0
134;"2025-03-31";"Repeater";70;"DMR";"Brandmeister";238490;"OZ";"OZ0KEC";"Gilleleje";"RU388";434.85;-2;"CC 14";"QRV";56.1013;12.3217;"JO66DC";38;18;25;"Omni";"<a href=\"https://brandmeister.network/?page=device&id=238490\" target=\"";2
135;"2025-06-07";"Repeater";70;"FM";"";"";"OZ";"OZ9REB";"Røret";"RU387";434.8375;-2;82.5;"QRV";55.7304;12.4941;"JO65FR";40;"";80;"Omni";"";2
136;"2015-01-02";"Repeater";70;"FM";"";"";"OH1";"OH1RUB";"Pori";"RU378";434.725;-1.6;1750;"";61.483;21.783;"KP01WK";63;60;10;"";"";0
137;"";"Repeater";70;"FM";"";"";"OH1";"OH1RUE";"Kankaanpää";"RU376";434.7;"";"";"";61.803;22.39;"KP11ET";"";"";"";"";"";0
138;"2014-04-17";"Repeater";70;"FM";"";"";"OH2";"OH2RAY";"Artjärvi";"RU382";434.775;-1.6;1750;"QRV";60.75;26.083;"KP30CR";91;8;15;"";"";0
139;"";"Repeater";70;"FM";"";"";"OH2";"OH2RCH";"Espoo / Kauniainen";"RU398";434.975;"";107.2;"";60.18;24.75;"KP20JE";100;70;50;"";"";0
140;"";"Repeater";70;"FM";"Echolink";427474;"OZ";"OZ9REZ";"Randers";"RU384";434.8;-2;1750;"";56.4792;10.0417;"JO56AL";"";"";"";"";"";0
141;"2013-11-26";"Repeater";70;"FM";"";"";"OZ";"OZ3REY";"Knivsbjerg";"RU378";434.725;-2;1750;"QRV";55.1422;9.4374;"JO45RD";85;60;35;"Omni";"";0
142;"2015-01-02";"Repeater";70;"FM";"";"";"OH1";"OH1RUD";"Salo";"RU376";434.7;-1.6;1750;"QRV";60.4;23.12;"KP10NJ";93;30;10;"";"";0
143;"2015-01-02";"Repeater";70;"FM";"";"";"OH1";"OH1RUH";"Parainen";"RU388";434.85;-1.6;1750;"QRV";60.302;22.291;"KP10DH";80;18;8;"";"";0
144;"";"Repeater";70;"FM";"HAMphone";967;"OZ";"OZ0REP";"Spjald";"RU374";434.675;-2;1750;"";56.1381;8.4276;"JO46FD";"";"";"";"";"";0
145;"";"Repeater";70;"FM";"";"";"OZ";"OZ9REL";"Esbjerg";"RU372";434.65;-2;1750;"";55.5026;8.4085;"JO45EM";"";"";"";"";"";0
146;"2013-11-30";"Repeater";70;"FM";"";"";"OZ";"OZ5REU";"Odense / Knæhøj";"RU368";434.85;-2;1750;"";55.386;10.3648;"JO55EI";12;48;30;"";"";0
147;"2014-05-31";"Repeater";70;"FM";"";"";"OH1";"OH1RUM";"Koski";"RU394";434.925;-2;1750;"QRV";60.6989;23.0332;"KP10MQ";147;22;8;"";"";0
148;"";"Repeater";70;"FM";"";"";"OZ";"OZ9REO";"Purhøj";"RU382";434.775;-2;1750;"";55.854;9.8746;"JO45WU";"";"";"";"";"";0
149;"";"Repeater";70;"FM";"";"";"OZ";"OZ6REE";"Svennerup";"RU380";434.75;-2;"";"";55.2287;11.958;"JO55XF";"";"";"";"";"";0
151;"2013-12-29";"Repeater";70;"FM";"";"";"OH2";"OH2RUF";"Vantaa";"RU392";434.9;-2;1750;"QRV";60.285;25.05;"KP20MH";90;30;10;"";"";0
152;"2014-04-17";"Repeater";70;"FM";"";"";"OH2";"OH2RUP";"Järvenpää";"RU372";434.65;-2;118.8;"QRV";60.478;25.083;"KP20ML";98;30;20;"";"";0
153;"2014-09-10";"Repeater";70;"FM";"";"";"OH5";"OH5RUB";"Lappeenranta";"RU382";434.775;-2;1750;"QRV";61.058;28.2093;"KP41CB";105;30;10;"";"";0
154;"2015-01-02";"Repeater";70;"FM";"";"";"OH5";"OH5RUG";"Kouvola";"RU388";434.85;-1.6;1750;"QRV";60.867;26.7;"KP30IU";130;30;30;"";"";0
155;"2015-01-02";"Repeater";70;"FM";"";"";"OH6";"OH6RUT";"Kauhajoki";"RU390";434.875;-1.6;1750;"QRV";62.424;22.17;"KP12CJ";153;10;15;"";"";0
156;"2014-04-17";"Repeater";70;"FM";"";"";"OH2";"OH2RUL";"Lohja";"RU378";434.725;-1.6;1750;"QRV";60.25;24.083;"KP20AG";110;15;15;"";"";0
157;"2015-01-02";"Repeater";70;"FM";"";"";"OH4";"OH4RUC";"Mikkeli";"RU380";434.75;-1.6;1750;"QRV";61.683;27.25;"KP31PQ";185;60;20;"";"";0
158;"2015-01-02";"Repeater";70;"FM";"";"";"OH6";"OH6RUP";"Teuva";"RU394";434.925;-1.6;1750;"QRV";62.483;21.733;"KP02VK";182;30;15;"";"";0
159;"2015-01-02";"Repeater";70;"FM";"";"";"OH7";"OH7RUI";"Iisalmi";"RU380";434.75;-1.6;1750;"QRV";63.567;27.183;"KP33MP";240;35;"";"";"";0
160;"2014-08-13";"Repeater";70;"FM";"";"";"OH8";"OH8RAA";"Oulu";"RU380";434.75;-2;1750;"QRV";64.901;25.5421;"KP25RA";73;53;15;"";"";0
161;"2015-01-02";"Repeater";70;"FM";"";"";"OH5";"OH5RUM";"Hamina / Vehkalahti";"RU394";434.925;-1.6;1750;"QRV";60.6458;27.125;"KP30NP";106;29;50;"";"";0
162;"2014-08-26";"Repeater";70;"FM";"";"";"OH6";"OH6RUA";"Vaasa / Vaskiluoto";"RU380";434.75;-2;1750;"QRV";63.1;21.6;"KP03SC";115;110;5;"";"Diamond se-300";0
